StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,calibrate_poss_1,calibrate_poss_2,calibrate_norm_1,calibrate_norm_2,check_group_berry,possibility_change,possibility_change_y,possibility_change_n,normativity_fc,normativity_notOkay,normativity_okay,switched_context_fc,switched_context_1,switched_context_2,intervention,intervention_diff,check_normativity,check_group,check_berry,check_task,age,gender,gender_4_TEXT,race,race_15_TEXT,education,ses,debrief_1,debrief_2,debrief_3,condition
2020-11-14 00:12:18,2020-11-14 00:21:42,IP Address,69.242.186.62,100,563,True,2020-11-14 00:21:42,R_3EyBeEEiRBFt7vn,,,,,39.0518035888671875,-94.40460205078125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"
Okinberries",For sure okinberries,,introduce them slowly into their diet.  perhaps also tansfer seeds to different region,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,39,Female,,"White, Caucasian, or European American,Hispanic or Latino/a",,"Bachelor's (B.A., B.S.)",Middle class,No,No,judgments,structural
2020-11-14 00:14:24,2020-11-14 00:23:44,IP Address,174.202.34.204,100,560,True,2020-11-14 00:23:44,R_3DnldpV0L6HZPH7,,,,,39.6804046630859375,-86.1305999755859375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would tell them that they are healthy to eat,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,23,Male,,"White, Caucasian, or European American",,Some college,Middle class,,,,internalist_cultural
2020-11-14 00:17:05,2020-11-14 00:25:26,IP Address,174.234.5.38,100,500,True,2020-11-14 00:25:26,R_24oNLTrcHxfODce,,,,,38.8715057373046875,-94.77130126953125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"

Pogoberries",,For sure pogoberries,Share okinberries with them.,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,45,Female,,"White, Caucasian, or European American",,Some college,Working class,,,I think it's suggesting helping others.,structural
2020-11-14 00:16:15,2020-11-14 00:28:17,IP Address,97.73.166.199,100,722,True,2020-11-14 00:28:18,R_1OUk21bOaGyI4nh,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,I would make the Zarpies believe the okinberries are as good as pogoberries.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,51,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,No,,,structural
2020-11-14 00:04:16,2020-11-14 00:28:20,IP Address,173.66.109.48,100,1444,True,2020-11-14 00:28:20,R_8CwiIJJxXryR2W5,,,,,39.082794189453125,-77.16739654541015625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,Maybe pogoberries,change how their body works so that they don't get sick from eating other types of berries.,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,East Asian,,"Master's (M.A., M.S.)",Affluent,,,,internalist_biological
2020-11-14 00:30:48,2020-11-14 00:35:41,IP Address,68.206.224.172,100,293,True,2020-11-14 00:35:42,R_24ksNQtmghNtG3f,,,,,31.777496337890625,-106.49030303955078125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,For sure pogoberries,A Zarpie can try eating an okinberry to see if they are okay to eat.,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,Hispanic or Latino/a,,"Bachelor's (B.A., B.S.)",Working class,,,,internalist_cultural
2020-11-14 00:36:16,2020-11-14 00:39:50,IP Address,72.35.172.63,100,214,True,2020-11-14 00:39:50,R_1FExAGSaJGbe4qU,,,,,40.6396942138671875,-93.802398681640625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,"I would genetically modify okinberries ",Very difficult,Should not,Vawns,"Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,57,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,,,,internalist_biological
2020-11-14 00:37:45,2020-11-14 00:44:46,IP Address,184.58.11.201,100,420,True,2020-11-14 00:44:46,R_3NQEIRrEHLP7iCt,,,,,40.0325927734375,-82.8798980712890625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",For sure okinberries,,Make delicious new recipes from koi berries that are very tempting to Zarpies.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,67,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,"None, thank you ",More graphics perhaps,Fun to imagine reading with my grandchildren!,structural
2020-11-14 00:41:17,2020-11-14 00:45:48,IP Address,96.242.144.178,100,271,True,2020-11-14 00:45:48,R_2UX99XVYAUN1eGl,,,,,41.0630950927734375,-74.14369964599609375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,give them medicine so they do not get sick from eating it,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,41,Female,,"White, Caucasian, or European American",,Some college,Working class,no,no,an impression of kids story,internalist_biological
2020-11-14 00:51:15,2020-11-14 00:53:52,IP Address,24.125.203.214,100,157,True,2020-11-14 00:53:53,R_1oBhkREvgZcXhuN,,,,,34.25030517578125,-85.1443023681640625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,Maybe no,Okay,,Pretty good,"

Pogoberries",,For sure pogoberries,sprinkle salt on them,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,42,Male,,"White, Caucasian, or European American",,Some college,Working class,No,NA,"I have no earthly idea, :)",structural
2020-11-14 00:55:57,2020-11-14 01:00:58,IP Address,174.23.11.69,100,300,True,2020-11-14 01:00:58,R_31n359MTPiKrURC,,,,,40.6566009521484375,-111.8907012939453125,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"

Pogoberries",,For sure pogoberries,Tell Zarpies it is safe for them to eat okinberries.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,53,Female,,"White, Caucasian, or European American",,Some college,Working class,none,nothing,"not sure, determining whether or not people understand text in absolutes?",internalist_cultural
2020-11-14 00:57:11,2020-11-14 01:01:55,IP Address,67.1.240.60,100,283,True,2020-11-14 01:01:55,R_VU2O9sNeuO5zvix,,,,,32.246002197265625,-110.91770172119140625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,"I'd get a Zarpie from the other side of the planet who ate okinberries, to show them it was okay to do.",Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,50,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,No.,No.,How I'd interpret the ambiguous situations in the story about eating berries.,structural
2020-11-14 00:56:21,2020-11-14 01:04:48,IP Address,76.17.24.113,100,507,True,2020-11-14 01:04:48,R_2w7EWGoipU39JvY,,,,,33.6110992431640625,-84.06829833984375,anonymous,EN,I do consent to participate,Yes,Yes,Okay,Okay,"

Zarpies",Yes,Maybe yes,,Okay,,"Very, very good","
Okinberries",Maybe okinberries,,nice and fine,Somewhat easy,Should,"Hibbles,Glerks",Junpaberries,Writing an essay about the political views of Zarpies,44,Male,,Black or African American,,"Bachelor's (B.A., B.S.)",Middle class,nonw,none,none,internalist_biological
2020-11-14 00:58:37,2020-11-14 01:09:56,IP Address,72.83.152.213,100,679,True,2020-11-14 01:09:56,R_1fdqfwRFlgP8JOH,,,,,38.8842010498046875,-76.99410247802734375,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",Yes,For sure yes,,Okay,,"Very, very good","

Pogoberries",,Maybe pogoberries,"explain that there was probably some mythology or other reason that caused it to be considered bad luck (like has happened with people with food items that was known caused illness but wasn't fully understood how until recently, so it became prohibited religiously, culturally, etc in order for people to not eat it), so it is safe to eat when prepared correctly",Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American",,Some college,Poor,,,,internalist_cultural
2020-11-14 01:11:43,2020-11-14 01:15:15,IP Address,207.44.118.26,100,212,True,2020-11-14 01:15:15,R_3sgfLW3Geuxqzp0,,,,,40.8188018798828125,-75.60590362548828125,anonymous,EN,I do consent to participate,Yes,Yes,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Give them the ability to digest okinberries,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,No,No,"Information retention. ",internalist_biological
2020-11-14 01:33:21,2020-11-14 01:36:39,IP Address,107.139.105.148,100,197,True,2020-11-14 01:36:39,R_12tNqbwdpkvC9i1,,,,,33.8744049072265625,-117.85649871826171875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,"Very, very good","

Pogoberries",,Maybe pogoberries,I would bring some of the okinberries to give to the Zarpies.,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Female,,Black or African American,,High school/GED,Middle class,,,,internalist_cultural
2020-11-14 01:35:37,2020-11-14 01:38:24,IP Address,98.227.30.203,100,166,True,2020-11-14 01:38:24,R_3n1p6Ad5doKOVhS,,,,,42.0648040771484375,-87.93560028076171875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,"Very, very good","
Okinberries",Maybe okinberries,,Have okinberries shipped to the Zarpies.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,structural
2020-11-14 01:36:35,2020-11-14 01:42:29,IP Address,24.246.174.54,100,353,True,2020-11-14 01:42:29,R_8fbe8mQztGHmXct,,,,,35.3596038818359375,-82.42659759521484375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would teach them not to be prejudiced against okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,59,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,no,no - very cute,not sure,internalist_cultural
2020-11-14 01:38:44,2020-11-14 01:43:33,IP Address,73.220.130.124,100,289,True,2020-11-14 01:43:33,R_2e3GunP6IYEJzL4,,,,,38.6282958984375,-121.3307037353515625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,"Very, very good","
Okinberries",For sure okinberries,,Relocate the Zarpies to the other side of the planet,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,"White, Caucasian, or European American,Hispanic or Latino/a,East Asian",,High school/GED,Poor,No,,,structural
2020-11-14 01:38:59,2020-11-14 01:47:23,IP Address,172.58.223.45,100,504,True,2020-11-14 01:47:24,R_2E9VfjNg8Kc74fw,,,,,42.4149932861328125,-71.05269622802734375,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Manipulate there body's with medical so it won't make them sick. Like when a person's lactose intolerant there are medical they can take a half hour before they consume dairy and be ok.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Female,,"White, Caucasian, or European American",,High school/GED,Poor,No,No,I dont no.,internalist_biological
2020-11-14 01:37:52,2020-11-14 01:51:28,IP Address,75.142.127.148,100,815,True,2020-11-14 01:51:28,R_3hlLQsRpUmDUGs4,,,,,33.78399658203125,-118.185394287109375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,Give Zarpies something to drink so they won't get sick after eating okinberries.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,43,Female,,Black or African American,,High school/GED,Working class,,,,structural
2020-11-14 01:38:16,2020-11-14 01:52:48,IP Address,76.255.155.139,100,872,True,2020-11-14 01:52:49,R_10BCv96OMiDTEeL,,,,,42.8621063232421875,-84.91609954833984375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Freeze some of the pogoberry's so they can have them if they run out. Or make pogoberry jam in jars to store for if they run out. The other aliens could help the Zarpies plant new pogoberry's,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,"White, Caucasian, or European American",,High school/GED,Middle class,no I understood it well.,no I thought it was well done.,I think its about a children's story.,internalist_cultural
2020-11-14 01:51:25,2020-11-14 01:54:57,IP Address,73.230.252.248,100,211,True,2020-11-14 01:54:58,R_1Ne6BjJ2PshC4br,,,,,39.907196044921875,-77.6360015869140625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"

Pogoberries",,Maybe pogoberries,I would make sure there are enough okinberries for all the Zarpies.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,No,I would leave all the material about both species and both foods on each page.,I think it was whether I viewed things positively or negatively.,internalist_biological
2020-11-14 01:55:50,2020-11-14 01:58:02,IP Address,172.111.198.87,100,132,True,2020-11-14 01:58:02,R_3hrSazMaC3pMPkF,,,,,25.7740936279296875,-80.18170166015625,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-14 01:54:35,2020-11-14 01:59:52,IP Address,107.211.221.164,100,317,True,2020-11-14 01:59:52,R_20PArygV1CELCFk,,,,,30.857696533203125,-90.11550140380859375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,educate the Zapies so they know its ok to eat okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,59,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,no,no,no idea?,internalist_cultural
2020-11-14 02:05:05,2020-11-14 02:10:02,IP Address,68.3.112.197,100,297,True,2020-11-14 02:10:02,R_1OJLPvVhfpCyiG9,,,,,33.63250732421875,-112.1277008056640625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"

Pogoberries",,Maybe pogoberries,I would make them taste like pogoberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_cultural
2020-11-14 02:04:23,2020-11-14 02:10:28,IP Address,98.237.44.106,100,364,True,2020-11-14 02:10:28,R_1OCsY4kMT9ESbem,,,,,40.2389068603515625,-77.1934967041015625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"
Okinberries",For sure okinberries,,I would move them to the other side of the planet,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,52,Female,,"Some other racial/ethnic identity, please specify:",mixed,"Bachelor's (B.A., B.S.)",Middle class,none,none,cognitive learning,structural
2020-11-14 02:12:02,2020-11-14 02:16:16,IP Address,76.23.215.39,100,254,True,2020-11-14 02:16:16,R_3x5Fu4BMWZ3rR5L,,,,,41.7299041748046875,-72.84329986572265625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",For sure okinberries,,They can migrate,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,45,Female,,South or Southeast Asian,,"Master's (M.A., M.S.)",Middle class,,,,structural
2020-11-14 02:41:51,2020-11-14 02:46:36,IP Address,172.58.101.92,100,284,True,2020-11-14 02:46:36,R_1FwZ5Yg1f9Ivgqu,,,,,29.7738037109375,-95.40599822998046875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Make them look like pogoberries,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,44,Male,,"White, Caucasian, or European American",,Some college,Working class,no,No,Discrimination,internalist_biological
2020-11-14 02:52:09,2020-11-14 02:56:46,IP Address,173.73.41.42,100,277,True,2020-11-14 02:56:46,R_1PTB6BPWQyjENVD,,,,,38.6273040771484375,-76.98590087890625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"
Okinberries",For sure okinberries,,"I would travel to the other side of the planet and get okinberries ",Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Male,,Black or African American,,High school/GED,Working class,,,,structural
2020-11-14 03:30:14,2020-11-14 03:35:57,IP Address,24.187.99.65,100,342,True,2020-11-14 03:35:57,R_2tlD9E2F4d5DvxV,,,,,40.8105010986328125,-73.04160308837890625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,Maybe pogoberries,change their body so they can eat them,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,54,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,no,no,don't know,internalist_biological
2020-11-14 03:58:19,2020-11-14 04:01:33,IP Address,24.214.209.165,100,193,True,2020-11-14 04:01:34,R_ddohkiFzuj1SVzj,,,,,27.9080963134765625,-82.7552032470703125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,A little good,"
Okinberries",Maybe okinberries,,show them okinberries are fine to eat.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American",,Some college,Middle class,,,,internalist_cultural
2020-11-14 04:14:53,2020-11-14 04:22:09,IP Address,24.95.181.46,100,436,True,2020-11-14 04:22:10,R_0wC5KkSlvmZI1uV,,,,,38.4217987060546875,-82.7173004150390625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,I would try to find an herb or spice that would help the Zarpies eat the berries without getting sick.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,49,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,I thought the questions were easy to understand.,It was slightly difficult to think of a way to help the Zarpies eat the berries without getting sick.  I wondered how children would answer this question.,,internalist_biological
2020-11-14 06:12:31,2020-11-14 06:16:52,IP Address,174.248.250.93,100,261,True,2020-11-14 06:16:52,R_3n34yGxlaPnYNyo,,,,,40.8000030517578125,-73.9763031005859375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,A little good,"
Okinberries",Maybe okinberries,,Help them find a area with okinberries to move to,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,34,Male,,"Hispanic or Latino/a,Black or African American",,High school/GED,Poor,,,,structural
2020-11-14 06:18:29,2020-11-14 06:26:53,IP Address,63.155.132.209,100,504,True,2020-11-14 06:26:54,R_yz2grNxEY5jEIuJ,,,,,44.0991058349609375,-123.1371002197265625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,grow enough for everyone,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,57,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,no,saying it's okay to give gifts because giving gifts is okay is odd construction- say people like to get gifts,socially acceptable behavior,internalist_cultural
2020-11-14 07:58:14,2020-11-14 08:05:55,IP Address,107.181.166.138,100,460,True,2020-11-14 08:05:55,R_1ovGChhkrtiHjC9,,,,,37.7794036865234375,-122.4176025390625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,Maybe pogoberries,Creqte a drug that prevents Zarpies from getting sick after consuming okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Female,,Black or African American,,"Bachelor's (B.A., B.S.)",Middle class,no,no suggestion,memory test,internalist_biological
2020-11-14 09:34:30,2020-11-14 09:37:08,IP Address,24.236.252.201,100,158,True,2020-11-14 09:37:08,R_2qEEb4A60hgIFGF,,,,,42.8123016357421875,-86.14209747314453125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,Maybe no,Okay,,Pretty good,"
Okinberries",For sure okinberries,,Give Zarpies access to okinberries from the other side of the planet.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,39,Male,,"White, Caucasian, or European American",,Some college,Working class,,,,structural
2020-11-14 09:44:01,2020-11-14 09:58:01,IP Address,73.184.101.149,100,839,True,2020-11-14 09:58:01,R_27Dt7bCy9c2P00F,,,,,33.8983001708984375,-84.58930206298828125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"
Okinberries",Maybe okinberries,,I would let them know that it is okay for them to eat them.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,45,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,no,I wish I knew if pogoberries grew where the Vawn live,"reading comprehension ",structural
