StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,calibrate_poss_1,calibrate_poss_2,calibrate_norm_1,calibrate_norm_2,check_group_berry,possibility_change,possibility_change_y,possibility_change_n,normativity_fc,normativity_notOkay,normativity_okay,switched_context_fc,switched_context_1,switched_context_2,intervention,intervention_coded_Aarthi,intervention_coded_Marianna,intervention_coded,intervention_diff,check_normativity,check_group,check_berry,check_task,age,gender,gender_4_TEXT,race,race_15_TEXT,education,ses,debrief_1,debrief_2,debrief_3,condition
11/13/2020 23:16,11/13/2020 23:19,IP Address,45.46.160.244,100,150,TRUE,11/13/2020 23:19,R_3ee5py686epPMHz,,,,,42.91349792,-78.88899994,anonymous,EN,I do consent to participate,Yes,Yes,Not okay,Okay,"

Zarpies",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Mix them with the other berries,modify okinberries,modify okinberries,modify okinberries,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,structural
11/13/2020 23:20,11/13/2020 23:23,IP Address,107.136.228.29,100,180,TRUE,11/13/2020 23:23,R_OGLmeaAEvIW5yWB,,,,,31.94050598,-102.3918991,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,Plant more pogoberries.,acquire pogoberries,acquire pogoberries,acquire pogoberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,20,Female,,Hispanic or Latino/a,,High school/GED,Middle class,Not really.,"Nothing, it was just fine.",How we feel about learning facts on certain groups.,internalist_biological
11/13/2020 23:21,11/13/2020 23:25,IP Address,71.57.101.85,100,233,TRUE,11/13/2020 23:25,R_2AHjZzm9797zAc5,,,,,41.70829773,-87.97640228,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,Learn how to eat them safely from the Zarpies,modify Zarpies biology,other,other,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,"White, Caucasian, or European American",,High school/GED,Middle class,none,none,To see if a group of people are set or if they can change if they have to.,internalist_cultural
11/14/2020 0:10,11/14/2020 0:12,IP Address,96.245.219.69,100,137,TRUE,11/14/2020 0:12,R_21hafVpwl7Qn9yx,,,,,40.14349365,-75.37789917,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,have them live on the side of the planet that okinberries are on,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,structural
11/14/2020 0:11,11/14/2020 0:14,IP Address,64.201.89.11,100,191,TRUE,11/14/2020 0:14,R_3oSoeTIDUbUAlE6,,,,,40.04179382,-79.4151001,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"

Pogoberries",,For sure pogoberries,talk to the other species about the fruit,ambiguous,other,ambiguous,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Male,,"White, Caucasian, or European American",,Some college,Working class,no issues,no,"something about perception, no idea",internalist_cultural
11/14/2020 0:10,11/14/2020 0:15,IP Address,97.93.212.138,100,298,TRUE,11/14/2020 0:15,R_3HRkpn8IUzWs3LL,,,,,32.75660706,-97.79060364,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Remove the harmful gene from the Okinberries.,modify okinberries,modify okinberries,modify okinberries,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Female,,"White, Caucasian, or European American",,Some college,Working class,,,,internalist_biological
11/14/2020 0:14,11/14/2020 0:16,IP Address,192.119.160.5,100,120,TRUE,11/14/2020 0:16,R_2yp7NIYhNBnZkaS,,,,,34.05439758,-118.2440033,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Zarpies",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,make them be able to grow in that area and change their diet,ambiguous,acquire okinberries,acquire okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,23,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_biological
11/14/2020 0:13,11/14/2020 0:18,IP Address,99.119.22.96,100,317,TRUE,11/14/2020 0:18,R_1gkL3zK5N4u0vqC,,,,,33.67480469,-117.908905,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Change/remove the chemicals or compounds in the berries that make them sick.,modify okinberries,modify okinberries,modify okinberries,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Male,,"White, Caucasian, or European American",,Some college,Poor,No.,No.,"Differentiating between things that are ""ok"" and ""not ok."" Or good and bad in other terms.",internalist_biological
11/14/2020 0:13,11/14/2020 0:18,IP Address,100.7.124.86,100,325,TRUE,11/14/2020 0:18,R_BD5CPZKT2IOhlkJ,,,,,37.43099976,-77.65540314,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would invent a machine that made the okinberries safe for Zarpies to eat.,modify okinberries,modify okinberries,modify okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,57,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,No,,,internalist_cultural
11/14/2020 0:12,11/14/2020 0:21,IP Address,69.242.186.62,100,563,TRUE,11/14/2020 0:21,R_3EyBeEEiRBFt7vn,,,,,39.05180359,-94.40460205,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"
Okinberries",For sure okinberries,,introduce them slowly into their diet.  perhaps also tansfer seeds to different region,ambiguous,modify Zarpies biology,modify Zarpies biology,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,39,Female,,"White, Caucasian, or European American,Hispanic or Latino/a",,"Bachelor's (B.A., B.S.)",Middle class,No,No,judgments,structural
11/14/2020 0:14,11/14/2020 0:23,IP Address,174.202.34.204,100,560,TRUE,11/14/2020 0:23,R_3DnldpV0L6HZPH7,,,,,39.68040466,-86.13059998,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would tell them that they are healthy to eat,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,23,Male,,"White, Caucasian, or European American",,Some college,Middle class,,,,internalist_cultural
11/14/2020 0:17,11/14/2020 0:25,IP Address,174.234.5.38,100,500,TRUE,11/14/2020 0:25,R_24oNLTrcHxfODce,,,,,38.87150574,-94.77130127,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"

Pogoberries",,For sure pogoberries,Share okinberries with them.,acquire okinberries,acquire okinberries,acquire okinberries,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,45,Female,,"White, Caucasian, or European American",,Some college,Working class,,,I think it's suggesting helping others.,structural
11/14/2020 0:16,11/14/2020 0:28,IP Address,97.73.166.199,100,722,TRUE,11/14/2020 0:28,R_1OUk21bOaGyI4nh,,,,,37.75100708,-97.8219986,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,I would make the Zarpies believe the okinberries are as good as pogoberries.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,51,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,No,,,structural
11/14/2020 0:04,11/14/2020 0:28,IP Address,173.66.109.48,100,1444,TRUE,11/14/2020 0:28,R_8CwiIJJxXryR2W5,,,,,39.08279419,-77.16739655,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,Maybe pogoberries,change how their body works so that they don't get sick from eating other types of berries.,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,East Asian,,"Master's (M.A., M.S.)",Affluent,,,,internalist_biological
11/14/2020 0:30,11/14/2020 0:35,IP Address,68.206.224.172,100,293,TRUE,11/14/2020 0:35,R_24ksNQtmghNtG3f,,,,,31.77749634,-106.490303,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,For sure pogoberries,A Zarpie can try eating an okinberry to see if they are okay to eat.,ambiguous,other,ambiguous,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,Hispanic or Latino/a,,"Bachelor's (B.A., B.S.)",Working class,,,,internalist_cultural
11/14/2020 0:36,11/14/2020 0:39,IP Address,72.35.172.63,100,214,TRUE,11/14/2020 0:39,R_1FExAGSaJGbe4qU,,,,,40.63969421,-93.80239868,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,I would genetically modify okinberries,modify okinberries,modify okinberries,modify okinberries,Very difficult,Should not,Vawns,"Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,57,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,,,,internalist_biological
11/14/2020 0:37,11/14/2020 0:44,IP Address,184.58.11.201,100,420,TRUE,11/14/2020 0:44,R_3NQEIRrEHLP7iCt,,,,,40.03259277,-82.87989807,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",For sure okinberries,,Make delicious new recipes from koi berries that are very tempting to Zarpies.,modify okinberries,modify okinberries,modify okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,67,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,"None, thank you ",More graphics perhaps,Fun to imagine reading with my grandchildren!,structural
11/14/2020 0:41,11/14/2020 0:45,IP Address,96.242.144.178,100,271,TRUE,11/14/2020 0:45,R_2UX99XVYAUN1eGl,,,,,41.06309509,-74.14369965,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,give them medicine so they do not get sick from eating it,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,41,Female,,"White, Caucasian, or European American",,Some college,Working class,no,no,an impression of kids story,internalist_biological
11/14/2020 0:51,11/14/2020 0:53,IP Address,24.125.203.214,100,157,TRUE,11/14/2020 0:53,R_1oBhkREvgZcXhuN,,,,,34.25030518,-85.14430237,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,Maybe no,Okay,,Pretty good,"

Pogoberries",,For sure pogoberries,sprinkle salt on them,modify okinberries,modify okinberries,modify okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,42,Male,,"White, Caucasian, or European American",,Some college,Working class,No,NA,"I have no earthly idea, :)",structural
11/14/2020 0:55,11/14/2020 1:00,IP Address,174.23.11.69,100,300,TRUE,11/14/2020 1:00,R_31n359MTPiKrURC,,,,,40.65660095,-111.8907013,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"

Pogoberries",,For sure pogoberries,Tell Zarpies it is safe for them to eat okinberries.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,53,Female,,"White, Caucasian, or European American",,Some college,Working class,none,nothing,"not sure, determining whether or not people understand text in absolutes?",internalist_cultural
11/14/2020 0:57,11/14/2020 1:01,IP Address,67.1.240.60,100,283,TRUE,11/14/2020 1:01,R_VU2O9sNeuO5zvix,,,,,32.2460022,-110.9177017,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,"I'd get a Zarpie from the other side of the planet who ate okinberries, to show them it was okay to do.",modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,50,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,No.,No.,How I'd interpret the ambiguous situations in the story about eating berries.,structural
11/14/2020 0:56,11/14/2020 1:04,IP Address,76.17.24.113,100,507,TRUE,11/14/2020 1:04,R_2w7EWGoipU39JvY,,,,,33.61109924,-84.06829834,anonymous,EN,I do consent to participate,Yes,Yes,Okay,Okay,"

Zarpies",Yes,Maybe yes,,Okay,,"Very, very good","
Okinberries",Maybe okinberries,,nice and fine,other,other,other,Somewhat easy,Should,"Hibbles,Glerks",Junpaberries,Writing an essay about the political views of Zarpies,44,Male,,Black or African American,,"Bachelor's (B.A., B.S.)",Middle class,nonw,none,none,internalist_biological
11/14/2020 0:58,11/14/2020 1:09,IP Address,72.83.152.213,100,679,TRUE,11/14/2020 1:09,R_1fdqfwRFlgP8JOH,,,,,38.88420105,-76.99410248,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",Yes,For sure yes,,Okay,,"Very, very good","

Pogoberries",,Maybe pogoberries,"explain that there was probably some mythology or other reason that caused it to be considered bad luck (like has happened with people with food items that was known caused illness but wasn't fully understood how until recently, so it became prohibited religiously, culturally, etc in order for people to not eat it), so it is safe to eat when prepared correctly",modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American",,Some college,Poor,,,,internalist_cultural
11/14/2020 1:11,11/14/2020 1:15,IP Address,207.44.118.26,100,212,TRUE,11/14/2020 1:15,R_3sgfLW3Geuxqzp0,,,,,40.81880188,-75.60590363,anonymous,EN,I do consent to participate,Yes,Yes,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Give them the ability to digest okinberries,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,No,No,Information retention.,internalist_biological
11/14/2020 1:33,11/14/2020 1:36,IP Address,107.139.105.148,100,197,TRUE,11/14/2020 1:36,R_12tNqbwdpkvC9i1,,,,,33.87440491,-117.8564987,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,"Very, very good","

Pogoberries",,Maybe pogoberries,I would bring some of the okinberries to give to the Zarpies.,acquire okinberries,acquire okinberries,acquire okinberries,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Female,,Black or African American,,High school/GED,Middle class,,,,internalist_cultural
11/14/2020 1:35,11/14/2020 1:38,IP Address,98.227.30.203,100,166,TRUE,11/14/2020 1:38,R_3n1p6Ad5doKOVhS,,,,,42.06480408,-87.93560028,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,"Very, very good","
Okinberries",Maybe okinberries,,Have okinberries shipped to the Zarpies.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,structural
11/14/2020 1:36,11/14/2020 1:42,IP Address,24.246.174.54,100,353,TRUE,11/14/2020 1:42,R_8fbe8mQztGHmXct,,,,,35.35960388,-82.4265976,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would teach them not to be prejudiced against okinberries,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,59,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,no,no - very cute,not sure,internalist_cultural
11/14/2020 1:38,11/14/2020 1:43,IP Address,73.220.130.124,100,289,TRUE,11/14/2020 1:43,R_2e3GunP6IYEJzL4,,,,,38.6282959,-121.3307037,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,"Very, very good","
Okinberries",For sure okinberries,,Relocate the Zarpies to the other side of the planet,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,"White, Caucasian, or European American,Hispanic or Latino/a,East Asian",,High school/GED,Poor,No,,,structural
11/14/2020 1:38,11/14/2020 1:47,IP Address,172.58.223.45,100,504,TRUE,11/14/2020 1:47,R_2E9VfjNg8Kc74fw,,,,,42.41499329,-71.05269623,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Manipulate there body's with medical so it won't make them sick. Like when a person's lactose intolerant there are medical they can take a half hour before they consume dairy and be ok.,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Female,,"White, Caucasian, or European American",,High school/GED,Poor,No,No,I dont no.,internalist_biological
11/14/2020 1:37,11/14/2020 1:51,IP Address,75.142.127.148,100,815,TRUE,11/14/2020 1:51,R_3hlLQsRpUmDUGs4,,,,,33.78399658,-118.1853943,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,Give Zarpies something to drink so they won't get sick after eating okinberries.,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,43,Female,,Black or African American,,High school/GED,Working class,,,,structural
11/14/2020 1:38,11/14/2020 1:52,IP Address,76.255.155.139,100,872,TRUE,11/14/2020 1:52,R_10BCv96OMiDTEeL,,,,,42.86210632,-84.91609955,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Freeze some of the pogoberry's so they can have them if they run out. Or make pogoberry jam in jars to store for if they run out. The other aliens could help the Zarpies plant new pogoberry's,acquire pogoberries,acquire pogoberries,acquire pogoberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,"White, Caucasian, or European American",,High school/GED,Middle class,no I understood it well.,no I thought it was well done.,I think its about a children's story.,internalist_cultural
11/14/2020 1:51,11/14/2020 1:54,IP Address,73.230.252.248,100,211,TRUE,11/14/2020 1:54,R_1Ne6BjJ2PshC4br,,,,,39.90719604,-77.63600159,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"

Pogoberries",,Maybe pogoberries,I would make sure there are enough okinberries for all the Zarpies.,acquire okinberries,other,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,No,I would leave all the material about both species and both foods on each page.,I think it was whether I viewed things positively or negatively.,internalist_biological
11/14/2020 1:55,11/14/2020 1:58,IP Address,172.111.198.87,100,132,TRUE,11/14/2020 1:58,R_3hrSazMaC3pMPkF,,,,,25.77409363,-80.18170166,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2020 1:54,11/14/2020 1:59,IP Address,107.211.221.164,100,317,TRUE,11/14/2020 1:59,R_20PArygV1CELCFk,,,,,30.85769653,-90.1155014,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,educate the Zapies so they know its ok to eat okinberries,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,59,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,no,no,no idea?,internalist_cultural
11/14/2020 2:05,11/14/2020 2:10,IP Address,68.3.112.197,100,297,TRUE,11/14/2020 2:10,R_1OJLPvVhfpCyiG9,,,,,33.63250732,-112.1277008,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"

Pogoberries",,Maybe pogoberries,I would make them taste like pogoberries,modify okinberries,modify okinberries,modify okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_cultural
11/14/2020 2:04,11/14/2020 2:10,IP Address,98.237.44.106,100,364,TRUE,11/14/2020 2:10,R_1OCsY4kMT9ESbem,,,,,40.23890686,-77.1934967,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"
Okinberries",For sure okinberries,,I would move them to the other side of the planet,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,52,Female,,"Some other racial/ethnic identity, please specify:",mixed,"Bachelor's (B.A., B.S.)",Middle class,none,none,cognitive learning,structural
11/14/2020 2:12,11/14/2020 2:16,IP Address,76.23.215.39,100,254,TRUE,11/14/2020 2:16,R_3x5Fu4BMWZ3rR5L,,,,,41.72990417,-72.84329987,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",For sure okinberries,,They can migrate,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,45,Female,,South or Southeast Asian,,"Master's (M.A., M.S.)",Middle class,,,,structural
11/14/2020 2:41,11/14/2020 2:46,IP Address,172.58.101.92,100,284,TRUE,11/14/2020 2:46,R_1FwZ5Yg1f9Ivgqu,,,,,29.77380371,-95.40599823,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Make them look like pogoberries,modify okinberries,modify okinberries,modify okinberries,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,44,Male,,"White, Caucasian, or European American",,Some college,Working class,no,No,Discrimination,internalist_biological
11/14/2020 2:52,11/14/2020 2:56,IP Address,173.73.41.42,100,277,TRUE,11/14/2020 2:56,R_1PTB6BPWQyjENVD,,,,,38.62730408,-76.98590088,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"
Okinberries",For sure okinberries,,I would travel to the other side of the planet and get okinberries,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Male,,Black or African American,,High school/GED,Working class,,,,structural
11/14/2020 3:30,11/14/2020 3:35,IP Address,24.187.99.65,100,342,TRUE,11/14/2020 3:35,R_2tlD9E2F4d5DvxV,,,,,40.8105011,-73.04160309,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,Maybe pogoberries,change their body so they can eat them,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,54,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,no,no,don't know,internalist_biological
11/14/2020 3:58,11/14/2020 4:01,IP Address,24.214.209.165,100,193,TRUE,11/14/2020 4:01,R_ddohkiFzuj1SVzj,,,,,27.90809631,-82.75520325,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,A little good,"
Okinberries",Maybe okinberries,,show them okinberries are fine to eat.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American",,Some college,Middle class,,,,internalist_cultural
11/14/2020 4:14,11/14/2020 4:22,IP Address,24.95.181.46,100,436,TRUE,11/14/2020 4:22,R_0wC5KkSlvmZI1uV,,,,,38.42179871,-82.71730042,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,I would try to find an herb or spice that would help the Zarpies eat the berries without getting sick.,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,49,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,I thought the questions were easy to understand.,It was slightly difficult to think of a way to help the Zarpies eat the berries without getting sick.  I wondered how children would answer this question.,,internalist_biological
